OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
7465,1576732,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2B,0532,2022/03/03 14:32:00+00
7466,1576733,2604,43,FRAUD,530.5(A) GET CRED W/OTH ID-MIS,2,2C,0616,2022/02/14 20:00:00+00
7467,1576734,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5B,1631,2022/03/03 15:25:00+00
7468,1576735,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0145,2022/02/16 19:38:00+00
7469,1576736,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0712,2022/02/10 01:00:00+00
7470,1576740,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1111,2022/03/03 16:20:00+00
7471,1576742,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1262,2022/03/18 19:10:00+00
7472,1576743,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,2,2C,0613,2022/03/18 05:15:00+00
7473,1576746,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4C,1295,2022/03/18 11:52:00+00
7474,1576747,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,1,1B,0444,2022/03/18 13:01:00+00
7475,1576748,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0603,2022/02/02 08:00:00+00
7476,1576751,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4C,1298,2022/03/09 01:25:00+00
7477,1576752,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,5,5B,1631,2022/03/18 03:53:00+00
7478,1576754,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0422,2022/03/03 08:28:00+00
7479,1576755,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0337,2022/03/03 08:30:00+00
7480,1576756,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,0717,2022/02/15 02:00:00+00
7481,1576757,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0619,2022/03/07 23:45:00+00
7482,1576758,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0556,2022/03/01 20:00:00+00
7483,1576759,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0337,2022/02/27 00:30:00+00
7484,1576760,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0742,2022/02/27 02:00:00+00
7485,1576761,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0728,2022/03/01 00:30:00+00
7486,1576763,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6A,1014,2022/03/03 11:00:00+00
7487,1576765,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1279,2022/03/03 02:45:00+00
7488,1576767,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0783,2022/03/04 00:35:00+00
7489,1576768,4805,3,OBSTRUCTING,136.1(A)(1) PC DISSUADE W/V,3,3M,0732,2022/03/14 07:02:00+00
7490,1576773,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6C,1441,2022/03/14 16:06:00+00
7491,1576776,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0620,2022/03/07 04:30:00+00
7492,1576777,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0748,2022/03/14 03:17:00+00
7493,1576778,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3B,0778,2022/03/18 02:37:00+00
7494,1576780,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0765,2022/03/11 07:15:00+00
7495,1576782,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0732,2022/03/02 23:00:00+00
7496,1576784,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,6,6B,1084,2022/03/18 18:15:00+00
7497,1576785,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0766,2022/03/11 17:00:00+00
7498,1576786,2310,0,LARCENY,1708 US THEFT OF MAIL,1,1A,0306,2022/03/01 23:00:00+00
7499,1576788,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,0233,2022/02/03 23:30:00+00
7500,1576791,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2A,0517,2022/03/17 21:30:00+00
7501,1576792,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,2,2A,0214,2022/02/27 16:38:00+00
7502,1576795,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0106,2022/03/03 08:58:00+00
7503,1576796,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5A,1504,2022/03/18 00:12:00+00
7504,1576799,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5B,1602,2022/03/03 09:13:00+00
7505,1576800,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5C,1647,2022/03/17 05:00:00+00
7506,1576801,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3M,0751,2022/02/23 16:20:00+00
7507,1576805,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,0742,2022/03/03 15:17:00+00
7508,1576806,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0738,2022/03/17 00:30:00+00
7509,1576807,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0774,2022/03/03 14:45:00+00
7510,1576809,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0847,2022/01/22 09:10:00+00
7511,1576810,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0440,2022/03/17 21:30:00+00
7512,1576812,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0628,2022/03/04 02:30:00+00
7513,1576814,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2C,0628,2022/03/11 20:55:00+00
7514,1576815,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6B,1003,2022/03/11 03:00:00+00
7515,1576816,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0745,2022/03/07 07:55:00+00
7516,1576819,2602,0,FRAUD,FRAUD-SWINDLE,2,2A,0505,2022/03/12 01:30:00+00
7517,1576820,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0746,2022/03/06 09:50:00+00
7518,1576821,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,4,4B,0969,2022/03/15 23:31:00+00
7519,1576822,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2B,0564,2022/03/04 08:00:00+00
7520,1576824,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0309,2022/02/23 17:30:00+00
7521,1576826,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,5,5B,1369,2022/03/14 00:00:00+00
7522,1576827,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,5,5B,1603,2022/03/01 13:53:00+00
7523,1576828,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0619,2022/01/28 02:01:00+00
7524,1576829,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0541,2022/03/18 05:00:00+00
7525,1576831,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1B,0435,2022/03/15 18:38:00+00
7526,1576832,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,3,3A,0704,2022/03/15 18:40:00+00
7527,1576834,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0726,2022/03/14 06:21:00+00
7528,1576836,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0305,2022/03/15 17:10:00+00
7529,1576840,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0563,2022/03/15 19:19:00+00
7530,1576841,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1404,2022/03/15 18:46:00+00
7531,1576842,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4B,1356,2022/03/15 05:10:00+00
7532,1576844,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,4,4A,0925,2022/03/16 04:35:00+00
7533,1576847,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,3,3B,0738,2022/03/16 05:24:00+00
7534,1576848,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6D,0856,2022/03/16 05:33:00+00
7535,1576852,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,0422,2022/03/17 02:00:00+00
7536,1576853,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1A,0335,2022/03/15 06:00:00+00
7537,1576854,5499,143,TRAFFIC,2800.2(A) VC EVADE RECKLES-FEL,2,2A,0511,2022/03/15 22:40:00+00
7538,1576855,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6D,0825,2022/03/07 23:33:00+00
7539,1576856,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0603,2022/03/15 21:33:00+00
7540,1576858,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1B,0444,2022/03/16 17:55:00+00
7541,1576859,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4A,0927,2022/03/16 18:27:00+00
7542,1576862,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3A,0721,2022/03/03 20:00:00+00
7543,1576863,5212,68,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,2,2C,0613,2022/03/17 23:44:00+00
7544,1576864,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0707,2022/03/15 16:58:00+00
7545,1576868,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0907,2022/03/16 10:22:00+00
7546,1576870,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1624,2022/03/18 00:56:00+00
7547,1576871,2301,0A,LARCENY,487(C) GRAND THEFT-PERS <$950,2,2A,0501,2022/03/16 09:40:00+00
7548,1576877,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,5,5B,1621,2022/03/16 08:15:00+00
7549,1576878,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,0907,2022/03/16 07:56:00+00
7550,1576879,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6A,1001,2022/03/16 07:32:00+00
7551,1576880,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2B,0553,2022/03/05 19:30:00+00
7552,1576882,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0614,2022/03/18 17:00:00+00
7553,1576887,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4B,0969,2022/03/10 21:58:00+00
7554,1576889,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0335,2022/03/16 01:13:00+00
7555,1576892,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2B,0553,2022/03/05 19:30:00+00
7556,1576895,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6C,1441,2022/03/12 07:15:00+00
7557,1576896,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3M,0732,2022/03/15 00:00:00+00
7558,1576898,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,0841,2022/03/15 14:44:00+00
7559,1576899,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,2,2C,0603,2022/03/14 03:41:00+00
7560,1576902,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,1,1A,0104,2022/03/15 14:00:00+00
7561,1576903,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,4,4A,0908,2022/03/07 08:00:00+00
7562,1576905,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0725,2022/03/14 04:30:00+00
7563,1576906,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0440,2022/03/15 07:00:00+00
7564,1576909,5499,146,TRAFFIC,2800.4 VC EVADE DRV WRONG WAY,5,5C,1606,2022/03/15 02:36:00+00
7565,1576910,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6D,0841,2022/03/15 00:00:00+00
7566,1576911,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,1441,2022/03/09 19:41:00+00
7567,1576917,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0522,2022/03/14 19:12:00+00
7568,1576919,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,3,3B,0776,2022/03/11 21:00:00+00
7569,1576922,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2A,0512,2022/03/14 22:20:00+00
7570,1576924,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1A,0136,2022/03/14 20:38:00+00
7571,1576926,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0523,2022/03/14 21:00:00+00
7572,1576927,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,5,5A,1363,2022/03/14 21:38:00+00
7573,1576929,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5C,1654,2022/03/17 04:26:00+00
7574,1576931,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2B,0552,2022/03/17 05:13:00+00
7575,1576937,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0604,2022/03/17 05:40:00+00
7576,1576939,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1B,0424,2022/03/16 23:15:00+00
7577,1576940,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1401,2022/03/17 00:09:00+00
7578,1576941,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1607,2022/03/17 05:44:00+00
7579,1576942,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,5,5A,1365,2022/03/18 19:00:00+00
7580,1576943,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2A,0225,2022/03/16 20:36:00+00
7581,1576949,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1C,0408,2022/03/16 23:05:00+00
7582,1576951,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,4,4A,0905,2022/03/17 01:34:00+00
7583,1576954,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1356,2022/03/17 00:50:00+00
7584,1576957,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0564,2022/03/17 14:27:00+00
7585,1576960,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1A,0103,2022/03/17 14:30:00+00
7586,1576966,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,3,3A,0775,2022/03/17 16:18:00+00
7587,1576970,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,0707,2022/03/16 04:58:00+00
7588,1576977,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,0707,2022/03/16 04:33:00+00
7589,1576980,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4A,0927,2022/03/18 00:36:00+00
7590,1576983,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4C,1292,2022/03/18 14:31:00+00
7591,1576989,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3M,0734,2022/03/17 21:15:00+00
7592,1576990,2303,2,LARCENY,487(A) GRAND THEFT-SHOPLIFT,1,1A,0337,2022/03/17 19:07:00+00
7593,1576991,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,5,5B,1369,2022/03/17 15:45:00+00
7594,1576993,2604,11,FRAUD,2052 BP IMPERSONATE PHYSICIAN,4,4B,0958,2022/03/18 03:14:00+00
7595,1576998,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6A,1013,2022/03/18 00:55:00+00
7596,1576999,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4C,1311,2022/03/17 21:18:00+00
7597,1577000,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,1,1C,0447,2022/03/18 23:49:00+00
7598,1577003,5212,75,WEAPON OFFENSE,25850(C)(6) LOAD GUN NOT R/O-F,4,4C,1262,2022/03/19 04:36:00+00
7599,1577007,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1445,2022/03/18 23:00:00+00
7600,1577008,2302,1,LARCENY,484 PETTY THEFT-PURSE SNATCH,6,6D,0855,2022/03/14 02:52:00+00
7601,1577010,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,1,1B,0444,2022/03/18 00:10:00+00
7602,1577012,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,2,2C,0557,2022/03/18 05:41:00+00
7603,1577015,4801,1,OBSTRUCTING,69 PC OBST/RESIST EXEC OFC-FEL,4,4A,0901,2022/03/19 04:15:00+00
7604,1577017,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,2,2C,0604,2022/03/18 12:08:00+00
7605,1577018,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,5,5B,1603,2022/03/04 09:00:00+00
7606,1577019,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,4,4C,1286,2022/03/04 11:00:00+00
7607,1577020,2305,1,LARCENY,487(A) GRAND THEFT-CLOUT-UNLOC,4,4C,1261,2022/03/18 16:08:00+00
7608,1577021,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,1,1B,0421,2022/03/06 05:00:00+00
7609,1577022,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6C,1422,2022/03/04 21:27:00+00
7610,1577023,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6B,1086,2022/03/02 16:00:00+00
7611,1577024,5404,10,TRAFFIC,23153(A) DUI ALCOHOL W/INJ,5,5B,1359,2022/03/19 00:42:00+00
7612,1577025,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6C,1113,2022/03/06 11:05:00+00
7613,1577026,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,6,6C,1124,2022/03/06 07:40:00+00
7614,1577029,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1371,2022/03/17 03:20:00+00
7615,1577031,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,3,3A,0706,2022/03/17 15:34:00+00
7616,1577033,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0746,2022/03/19 02:06:00+00
7617,1577034,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1654,2022/03/07 17:36:00+00
7618,1577035,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5B,1369,2022/03/10 16:52:00+00
7619,1577036,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,2,2A,0216,2022/03/09 14:50:00+00
7620,1577037,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1B,0478,2022/03/18 23:00:00+00
7621,1577039,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1603,2022/03/18 21:00:00+00
7622,1577041,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,4,4C,1274,2022/03/19 07:58:00+00
7623,1577042,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1084,2022/03/19 04:30:00+00
7624,1577045,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1133,2022/03/18 23:00:00+00
7625,1577049,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2A,0506,2022/02/09 20:31:00+00
7626,1577050,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,0302,2022/03/16 15:00:00+00
7627,1577052,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,0732,2022/03/19 16:30:00+00
7628,1577055,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0628,2022/02/10 20:32:00+00
7629,1577056,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1136,2022/03/03 09:30:00+00
7630,1577058,2605,13,THEFT,484G PC THEFT BY CREDIT CARD,3,3A,0714,2022/03/03 08:00:00+00
7631,1577061,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3A,0763,2022/03/18 08:40:00+00
7632,1577062,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,3,3B,0736,2022/03/02 01:59:00+00
7633,1577064,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,5,5A,1501,2022/03/19 05:04:00+00
7634,1577066,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,3,3M,0742,2022/03/19 08:54:00+00
7635,1577069,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,6,6C,1422,2022/03/09 00:14:00+00
7636,1577070,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2A,0223,2022/03/11 05:43:00+00
7637,1577071,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,3,3M,0735,2022/03/15 15:52:00+00
7638,1577072,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1A,0333,2022/02/18 23:10:00+00
7639,1577074,5404,01,TRAFFIC,23152(B) DUI BAC >.08,6,6E,0877,2022/03/19 09:57:00+00
7640,1577075,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,0752,2022/03/18 21:40:00+00
7641,1577076,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,5,5B,1603,2022/03/16 18:25:00+00
7642,1577077,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,1,1C,0419,2022/03/05 06:05:00+00
7643,1577078,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0748,2022/03/19 08:00:00+00
7644,1577079,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,6,6E,0879,2022/03/16 22:33:00+00
7645,1577080,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0706,2022/03/19 03:23:00+00
7646,1577081,5403,1,TRAFFIC,23152(F) DUI DRUGS,3,3B,0787,2022/03/18 05:26:00+00
7647,1577084,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,5,5C,1606,2022/03/19 09:01:00+00
7648,1577085,2309,0,LARCENY,484 PC PETTY THEFT/OUTSIDE,2,2A,0221,2022/03/16 10:28:00+00
7649,1577086,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1C,0406,2022/03/16 20:25:00+00
7650,1577087,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,1,1C,0429,2022/03/17 04:30:00+00
7651,1577089,5012,0,OBST JUDICIARY,1203.2 PC VIOL OF PROBATION,3,3M,0745,2022/03/18 23:24:00+00
7652,1577090,7399,47,SAC CITY CODE,10.20.020 SCC JAY WALKING,3,3M,0742,2022/03/19 03:33:00+00
7653,1577091,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,3,3A,0704,2022/03/19 17:10:00+00
7654,1577093,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,2,2C,0603,2022/03/19 15:46:00+00
7655,1577098,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1C,0449,2022/03/17 18:35:00+00
7656,1577102,5499,146,TRAFFIC,2800.4 VC EVADE DRV WRONG WAY,3,3A,0701,2022/03/18 09:05:00+00
7657,1577104,1399,3,BATTERY,243(C)(1) BATTERY EMERG PERSON,3,3M,0742,2022/03/19 06:29:00+00
7658,1577110,5707,5,TRESPASS,602(K)TRESPASS:INJURE PROPERTY,6,6B,1084,2022/03/19 16:40:00+00
7659,1577111,5707,5,TRESPASS,602(K)TRESPASS:INJURE PROPERTY,6,6B,1084,2022/03/19 17:13:00+00
7660,1577113,4801,1,OBSTRUCTING,69 PC OBST/RESIST EXEC OFC-FEL,3,3M,0742,2022/03/19 05:53:00+00
7661,1577114,5499,04,TRAFFIC,23110(A) VC THROW AT VEHICLE,4,4C,1247,2022/03/19 21:56:00+00
7662,1577117,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6E,1115,2022/03/19 17:53:00+00
7663,1577118,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6E,1115,2022/03/20 01:00:00+00
7664,1577123,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0606,2022/03/19 20:59:00+00
7665,1577124,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0508,2022/03/19 18:11:00+00
7666,1577125,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3B,0746,2022/03/19 08:52:00+00
7667,1577126,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,6,6B,1064,2022/03/19 18:58:00+00
7668,1577131,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2C,0614,2022/03/18 07:00:00+00
7669,1577134,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0734,2022/03/19 23:59:00+00
7670,1577136,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,2,2B,0563,2022/03/16 03:43:00+00
7671,1577137,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,3,3A,0706,2022/03/20 01:54:00+00
7672,1577142,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0507,2022/03/19 16:25:00+00
7673,1577144,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,1101,2022/03/19 19:29:00+00
7674,1577148,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2C,0617,2022/03/03 19:20:00+00
7675,1577149,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,4,4A,0905,2022/01/01 09:15:00+00
7676,1577150,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6B,1067,2022/03/20 04:55:00+00
7677,1577151,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1445,2022/03/09 15:07:00+00
7678,1577152,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,4,4A,0903,2022/03/19 21:18:00+00
7679,1577153,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,2,2A,0232,2022/03/19 22:25:00+00
7680,1577154,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0305,2022/03/04 13:01:00+00
7681,1577155,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,0746,2022/03/11 02:50:00+00
7682,1577159,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1285,2022/03/01 23:30:00+00
7683,1577164,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2A,0233,2022/02/18 10:00:00+00
7684,1577165,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,1,1B,0468,2022/03/04 03:30:00+00
7685,1577166,2999,02,VANDALISM,594(B)(1) VANDAL OVER $400-F,3,3A,0764,2022/03/04 14:25:00+00
7686,1577167,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6B,1421,2022/02/27 17:44:00+00
7687,1577168,2310,0,LARCENY,1708 US THEFT OF MAIL,2,2C,0623,2022/02/04 08:00:00+00
